locus_tag	ftype	length_bp	gene	EC_number	COG	product
HPFNLEKH_04509	CDS	243				hypothetical protein
HPFNLEKH_04510	gene	555				
HPFNLEKH_04510	CDS	555				hypothetical protein
HPFNLEKH_04511	gene	357				
HPFNLEKH_04511	CDS	357				hypothetical protein
HPFNLEKH_04512	gene	276				
HPFNLEKH_04512	CDS	276		1.-.-.-		putative oxidoreductase
HPFNLEKH_04513	gene	456	pstA_2			
HPFNLEKH_04513	CDS	456	pstA_2		COG0581	Phosphate transport system permease protein PstA
HPFNLEKH_04514	gene	156				
HPFNLEKH_04514	CDS	156				hypothetical protein
HPFNLEKH_04515	gene	579				
HPFNLEKH_04515	CDS	579				hypothetical protein
HPFNLEKH_04516	gene	339				
HPFNLEKH_04516	CDS	339				hypothetical protein
HPFNLEKH_04517	gene	519	yfiY_3			
HPFNLEKH_04517	CDS	519	yfiY_3		COG0614	putative siderophore-binding lipoprotein YfiY
HPFNLEKH_04518	gene	501				
HPFNLEKH_04518	CDS	501				hypothetical protein
HPFNLEKH_04519	gene	459				
HPFNLEKH_04519	CDS	459				hypothetical protein
HPFNLEKH_04520	gene	540				
HPFNLEKH_04520	CDS	540				hypothetical protein
HPFNLEKH_04521	gene	462				
HPFNLEKH_04521	CDS	462				hypothetical protein
HPFNLEKH_04522	gene	114				
HPFNLEKH_04522	CDS	114				hypothetical protein
HPFNLEKH_04523	gene	537				
HPFNLEKH_04523	CDS	537				hypothetical protein
HPFNLEKH_04524	gene	150				
HPFNLEKH_04524	CDS	150				hypothetical protein
HPFNLEKH_04525	gene	255	epsL			
HPFNLEKH_04525	CDS	255	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
HPFNLEKH_04526	gene	129				
HPFNLEKH_04526	CDS	129				hypothetical protein
HPFNLEKH_04527	gene	213				
HPFNLEKH_04527	CDS	213				hypothetical protein
HPFNLEKH_04528	gene	144				
HPFNLEKH_04528	CDS	144				hypothetical protein
HPFNLEKH_04529	gene	513	aacA4			
HPFNLEKH_04529	CDS	513	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
HPFNLEKH_04530	gene	216				
HPFNLEKH_04530	CDS	216				hypothetical protein
HPFNLEKH_04531	gene	99				
HPFNLEKH_04531	CDS	99				hypothetical protein
HPFNLEKH_04532	gene	459				
HPFNLEKH_04532	CDS	459				hypothetical protein
HPFNLEKH_04533	gene	162				
HPFNLEKH_04533	CDS	162				hypothetical protein
HPFNLEKH_04534	gene	174				
HPFNLEKH_04534	CDS	174				hypothetical protein
HPFNLEKH_04535	gene	204				
HPFNLEKH_04535	CDS	204				hypothetical protein
HPFNLEKH_04536	gene	336				
HPFNLEKH_04536	CDS	336				hypothetical protein
HPFNLEKH_04537	gene	300	asnS			
HPFNLEKH_04537	CDS	300	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
HPFNLEKH_04538	gene	534				
HPFNLEKH_04538	CDS	534				hypothetical protein
HPFNLEKH_04539	gene	531				
HPFNLEKH_04539	CDS	531				hypothetical protein
HPFNLEKH_04540	gene	327				
HPFNLEKH_04540	CDS	327				hypothetical protein
HPFNLEKH_04541	gene	189				
HPFNLEKH_04541	CDS	189				hypothetical protein
HPFNLEKH_04542	gene	204				
HPFNLEKH_04542	CDS	204				hypothetical protein
HPFNLEKH_04543	gene	204				
HPFNLEKH_04543	CDS	204				hypothetical protein
HPFNLEKH_04544	gene	471	ykqA			
HPFNLEKH_04544	CDS	471	ykqA	2.3.2.-	COG2105	Putative gamma-glutamylcyclotransferase YkqA
HPFNLEKH_04545	gene	423				
HPFNLEKH_04545	CDS	423				hypothetical protein
HPFNLEKH_04546	gene	351				
HPFNLEKH_04546	CDS	351				hypothetical protein
HPFNLEKH_04547	gene	417				
HPFNLEKH_04547	CDS	417				hypothetical protein
HPFNLEKH_04548	gene	501				
HPFNLEKH_04548	CDS	501				hypothetical protein
HPFNLEKH_04549	gene	408				
HPFNLEKH_04549	CDS	408			COG3039	IS5 family transposase ISAcma6
HPFNLEKH_04550	gene	273				
HPFNLEKH_04550	CDS	273				hypothetical protein
HPFNLEKH_04551	gene	315	rluA			
HPFNLEKH_04551	CDS	315	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
HPFNLEKH_04552	gene	390				
HPFNLEKH_04552	CDS	390				hypothetical protein
HPFNLEKH_04553	gene	249				
HPFNLEKH_04553	CDS	249				hypothetical protein
HPFNLEKH_04554	gene	117				
HPFNLEKH_04554	CDS	117				hypothetical protein
HPFNLEKH_04555	gene	231				
HPFNLEKH_04555	CDS	231				hypothetical protein
HPFNLEKH_04556	gene	570	mscS_2			
HPFNLEKH_04556	CDS	570	mscS_2		COG0668	Small-conductance mechanosensitive channel
HPFNLEKH_04557	gene	462				
HPFNLEKH_04557	CDS	462				hypothetical protein
HPFNLEKH_04558	gene	198				
HPFNLEKH_04558	CDS	198				hypothetical protein
HPFNLEKH_04559	gene	213				
HPFNLEKH_04559	CDS	213				hypothetical protein
HPFNLEKH_04560	gene	219				
HPFNLEKH_04560	CDS	219				hypothetical protein
HPFNLEKH_04561	gene	279				
HPFNLEKH_04561	CDS	279				hypothetical protein
HPFNLEKH_04562	gene	423				
HPFNLEKH_04562	CDS	423				hypothetical protein
HPFNLEKH_04563	gene	213				
HPFNLEKH_04563	CDS	213				hypothetical protein
HPFNLEKH_04564	gene	327				
HPFNLEKH_04564	CDS	327				hypothetical protein
HPFNLEKH_04565	gene	447				
HPFNLEKH_04565	CDS	447				hypothetical protein
HPFNLEKH_04566	gene	198				
HPFNLEKH_04566	CDS	198				hypothetical protein
HPFNLEKH_04567	gene	288				
HPFNLEKH_04567	CDS	288				hypothetical protein
HPFNLEKH_04568	gene	150				
HPFNLEKH_04568	CDS	150				hypothetical protein
HPFNLEKH_04569	gene	354				
HPFNLEKH_04569	CDS	354				hypothetical protein
HPFNLEKH_04570	gene	351	xamoC			
HPFNLEKH_04570	CDS	351	xamoC			Alkene monooxygenase system, ferredoxin component
HPFNLEKH_04571	gene	348				
HPFNLEKH_04571	CDS	348				hypothetical protein
HPFNLEKH_04572	gene	261				
HPFNLEKH_04572	CDS	261				hypothetical protein
HPFNLEKH_04573	gene	486	lgrD_2			
HPFNLEKH_04573	CDS	486	lgrD_2			Linear gramicidin synthase subunit D
HPFNLEKH_04574	gene	438	mneS			
HPFNLEKH_04574	CDS	438	mneS		COG0053	Manganese efflux system protein MneS
HPFNLEKH_04575	gene	210				
HPFNLEKH_04575	CDS	210				hypothetical protein
HPFNLEKH_04576	gene	264	polA			
HPFNLEKH_04576	CDS	264	polA	2.7.7.7		DNA polymerase I, thermostable
HPFNLEKH_04577	gene	543				
HPFNLEKH_04577	CDS	543				hypothetical protein
HPFNLEKH_04578	gene	516				
HPFNLEKH_04578	CDS	516				hypothetical protein
HPFNLEKH_04579	gene	462	ispU			
HPFNLEKH_04579	CDS	462	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
HPFNLEKH_04580	gene	501	lacF_3			
HPFNLEKH_04580	CDS	501	lacF_3			Lactose transport system permease protein LacF
HPFNLEKH_04581	gene	210				
HPFNLEKH_04581	CDS	210				hypothetical protein
HPFNLEKH_04582	gene	72				
HPFNLEKH_04582	tRNA	72				tRNA-Thr(cgt)
HPFNLEKH_04583	gene	267				
HPFNLEKH_04583	CDS	267				hypothetical protein
HPFNLEKH_04584	gene	480				
HPFNLEKH_04584	CDS	480				hypothetical protein
HPFNLEKH_04585	gene	324				
HPFNLEKH_04585	CDS	324				hypothetical protein
HPFNLEKH_04586	gene	315				
HPFNLEKH_04586	CDS	315				hypothetical protein
HPFNLEKH_04587	gene	474	rhaS_2			
HPFNLEKH_04587	CDS	474	rhaS_2			HTH-type transcriptional activator RhaS
HPFNLEKH_04588	gene	312				
HPFNLEKH_04588	CDS	312				hypothetical protein
HPFNLEKH_04589	gene	345				
HPFNLEKH_04589	CDS	345				hypothetical protein
HPFNLEKH_04590	gene	192				
HPFNLEKH_04590	CDS	192				hypothetical protein
HPFNLEKH_04591	gene	360				
HPFNLEKH_04591	CDS	360				hypothetical protein
HPFNLEKH_04592	gene	408	senX3			
HPFNLEKH_04592	CDS	408	senX3	2.7.13.3		Sensor-like histidine kinase senX3
HPFNLEKH_04593	gene	504				
HPFNLEKH_04593	CDS	504				hypothetical protein
HPFNLEKH_04594	gene	354				
HPFNLEKH_04594	CDS	354				hypothetical protein
HPFNLEKH_04595	gene	435				
HPFNLEKH_04595	CDS	435				hypothetical protein
HPFNLEKH_04596	gene	108				
HPFNLEKH_04596	CDS	108				hypothetical protein
HPFNLEKH_04597	gene	201				
HPFNLEKH_04597	CDS	201				hypothetical protein
HPFNLEKH_04598	gene	123				
HPFNLEKH_04598	CDS	123				hypothetical protein
HPFNLEKH_04599	gene	210				
HPFNLEKH_04599	CDS	210				hypothetical protein
HPFNLEKH_04600	gene	294				
HPFNLEKH_04600	CDS	294				hypothetical protein
HPFNLEKH_04601	gene	462				
HPFNLEKH_04601	CDS	462				hypothetical protein
HPFNLEKH_04602	gene	396				
HPFNLEKH_04602	CDS	396				hypothetical protein
HPFNLEKH_04603	gene	156				
HPFNLEKH_04603	CDS	156				hypothetical protein
HPFNLEKH_04604	gene	492				
HPFNLEKH_04604	CDS	492		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
HPFNLEKH_04605	gene	291	kdpA_2			
HPFNLEKH_04605	CDS	291	kdpA_2			Potassium-transporting ATPase potassium-binding subunit
HPFNLEKH_04606	gene	246	chaB			
HPFNLEKH_04606	CDS	246	chaB		COG4572	Putative cation transport regulator ChaB
HPFNLEKH_04607	gene	474				
HPFNLEKH_04607	CDS	474				hypothetical protein
HPFNLEKH_04608	gene	219	cmpB_2			
HPFNLEKH_04608	CDS	219	cmpB_2			Bicarbonate transport system permease protein CmpB
HPFNLEKH_04609	gene	174				
HPFNLEKH_04609	CDS	174				hypothetical protein
HPFNLEKH_04610	gene	393				
HPFNLEKH_04610	CDS	393				hypothetical protein
HPFNLEKH_04611	gene	297				
HPFNLEKH_04611	CDS	297				hypothetical protein
HPFNLEKH_04612	gene	441				
HPFNLEKH_04612	CDS	441				hypothetical protein
HPFNLEKH_04613	gene	387	queD			
HPFNLEKH_04613	CDS	387	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
HPFNLEKH_04614	gene	144				
HPFNLEKH_04614	CDS	144				hypothetical protein
HPFNLEKH_04615	gene	417				
HPFNLEKH_04615	CDS	417				hypothetical protein
HPFNLEKH_04616	gene	204				
HPFNLEKH_04616	CDS	204				hypothetical protein
HPFNLEKH_04617	gene	381				
HPFNLEKH_04617	CDS	381				hypothetical protein
HPFNLEKH_04618	gene	180				
HPFNLEKH_04618	CDS	180				hypothetical protein
HPFNLEKH_04619	gene	363				
HPFNLEKH_04619	CDS	363				hypothetical protein
HPFNLEKH_04620	gene	390				
HPFNLEKH_04620	CDS	390				IS630 family transposase ISAtsp7
HPFNLEKH_04621	gene	135				
HPFNLEKH_04621	CDS	135				hypothetical protein
HPFNLEKH_04622	gene	225				
HPFNLEKH_04622	CDS	225				hypothetical protein
HPFNLEKH_04623	gene	405				
HPFNLEKH_04623	CDS	405		3.5.1.47		N-acetyldiaminopimelate deacetylase
HPFNLEKH_04624	gene	360				
HPFNLEKH_04624	CDS	360		2.8.1.-	COG0607	Sulfurtransferase
HPFNLEKH_04625	gene	471				
HPFNLEKH_04625	CDS	471				hypothetical protein
HPFNLEKH_04626	gene	375				
HPFNLEKH_04626	CDS	375				hypothetical protein
HPFNLEKH_04627	gene	441				
HPFNLEKH_04627	CDS	441				hypothetical protein
HPFNLEKH_04628	gene	336	purU			
HPFNLEKH_04628	CDS	336	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
HPFNLEKH_04629	gene	258				
HPFNLEKH_04629	CDS	258				hypothetical protein
HPFNLEKH_04630	gene	357	apxIB_1			
HPFNLEKH_04630	CDS	357	apxIB_1		COG2274	Toxin RTX-I translocation ATP-binding protein
HPFNLEKH_04631	gene	276				
HPFNLEKH_04631	CDS	276				hypothetical protein
HPFNLEKH_04632	gene	462				
HPFNLEKH_04632	CDS	462				hypothetical protein
HPFNLEKH_04633	gene	246				
HPFNLEKH_04633	CDS	246				hypothetical protein
HPFNLEKH_04634	gene	171				
HPFNLEKH_04634	CDS	171				hypothetical protein
HPFNLEKH_04635	gene	372				
HPFNLEKH_04635	CDS	372				hypothetical protein
HPFNLEKH_04636	gene	357				
HPFNLEKH_04636	CDS	357				hypothetical protein
HPFNLEKH_04637	gene	74				
HPFNLEKH_04637	tRNA	74				tRNA-Met(cat)
HPFNLEKH_04638	gene	390				
HPFNLEKH_04638	CDS	390				hypothetical protein
HPFNLEKH_04639	gene	501	pncC			
HPFNLEKH_04639	CDS	501	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
HPFNLEKH_04640	gene	231				
HPFNLEKH_04640	CDS	231				hypothetical protein
HPFNLEKH_04641	gene	393				
HPFNLEKH_04641	CDS	393				hypothetical protein
HPFNLEKH_04642	gene	177				
HPFNLEKH_04642	CDS	177				hypothetical protein
HPFNLEKH_04643	gene	444				
HPFNLEKH_04643	CDS	444				hypothetical protein
HPFNLEKH_04644	gene	240				
HPFNLEKH_04644	CDS	240				hypothetical protein
HPFNLEKH_04645	gene	306	apxIB_2			
HPFNLEKH_04645	CDS	306	apxIB_2		COG2274	Toxin RTX-I translocation ATP-binding protein
HPFNLEKH_04646	gene	276				
HPFNLEKH_04646	CDS	276				hypothetical protein
HPFNLEKH_04647	gene	219				
HPFNLEKH_04647	CDS	219				hypothetical protein
HPFNLEKH_04648	gene	435	ltxD_2			
HPFNLEKH_04648	CDS	435	ltxD_2			Leukotoxin export protein LtxD
HPFNLEKH_04649	gene	414	ywnH			
HPFNLEKH_04649	CDS	414	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
HPFNLEKH_04650	gene	375				
HPFNLEKH_04650	CDS	375				hypothetical protein
HPFNLEKH_04651	gene	276				
HPFNLEKH_04651	CDS	276				hypothetical protein
HPFNLEKH_04652	gene	195	dosP			
HPFNLEKH_04652	CDS	195	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
HPFNLEKH_04653	gene	243				
HPFNLEKH_04653	CDS	243				hypothetical protein
HPFNLEKH_04654	gene	180				
HPFNLEKH_04654	CDS	180				hypothetical protein
HPFNLEKH_04655	gene	405	cyaB			
HPFNLEKH_04655	CDS	405	cyaB	4.6.1.1	COG2114	Adenylate cyclase 2
HPFNLEKH_04656	gene	363	yhjQ_2			
HPFNLEKH_04656	CDS	363	yhjQ_2		COG1145	putative cysteine-rich protein YhjQ
HPFNLEKH_04657	gene	285				
HPFNLEKH_04657	CDS	285				hypothetical protein
HPFNLEKH_04658	gene	306				
HPFNLEKH_04658	CDS	306				hypothetical protein
HPFNLEKH_04659	gene	183				
HPFNLEKH_04659	CDS	183				hypothetical protein
HPFNLEKH_04660	gene	207				
HPFNLEKH_04660	CDS	207				hypothetical protein
HPFNLEKH_04661	gene	267				
HPFNLEKH_04661	CDS	267				hypothetical protein
HPFNLEKH_04662	gene	171				
HPFNLEKH_04662	CDS	171				hypothetical protein
HPFNLEKH_04663	gene	183				
HPFNLEKH_04663	CDS	183				hypothetical protein
HPFNLEKH_04664	gene	384	tgt			
HPFNLEKH_04664	CDS	384	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
HPFNLEKH_04665	gene	393				
HPFNLEKH_04665	CDS	393				hypothetical protein
HPFNLEKH_04666	gene	108				
HPFNLEKH_04666	CDS	108				hypothetical protein
HPFNLEKH_04667	gene	186				
HPFNLEKH_04667	CDS	186				hypothetical protein
HPFNLEKH_04668	gene	300				
HPFNLEKH_04668	CDS	300				hypothetical protein
HPFNLEKH_04669	gene	396				
HPFNLEKH_04669	CDS	396				hypothetical protein
HPFNLEKH_04670	gene	321				
HPFNLEKH_04670	CDS	321				hypothetical protein
HPFNLEKH_04671	gene	231				
HPFNLEKH_04671	CDS	231				hypothetical protein
HPFNLEKH_04672	gene	255				
HPFNLEKH_04672	CDS	255				hypothetical protein
HPFNLEKH_04673	gene	414	merR1_2			
HPFNLEKH_04673	CDS	414	merR1_2			Mercuric resistance operon regulatory protein
HPFNLEKH_04674	gene	114				
HPFNLEKH_04674	CDS	114				hypothetical protein
HPFNLEKH_04675	gene	180				
HPFNLEKH_04675	CDS	180				hypothetical protein
HPFNLEKH_04676	gene	243	rplX_2			
HPFNLEKH_04676	CDS	243	rplX_2			50S ribosomal protein L24
HPFNLEKH_04677	gene	183	murD			
HPFNLEKH_04677	CDS	183	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
HPFNLEKH_04678	gene	219				
HPFNLEKH_04678	CDS	219				hypothetical protein
HPFNLEKH_04679	gene	306	cntO_4			
HPFNLEKH_04679	CDS	306	cntO_4			Metal-pseudopaline receptor CntO
HPFNLEKH_04680	gene	393				
HPFNLEKH_04680	CDS	393				hypothetical protein
HPFNLEKH_04681	gene	252				
HPFNLEKH_04681	CDS	252				hypothetical protein
HPFNLEKH_04682	gene	476				
HPFNLEKH_04682	rRNA	476				16S ribosomal RNA (partial)
HPFNLEKH_04683	gene	339				
HPFNLEKH_04683	CDS	339				hypothetical protein
HPFNLEKH_04684	gene	354				
HPFNLEKH_04684	CDS	354				hypothetical protein
HPFNLEKH_04685	gene	96				
HPFNLEKH_04685	CDS	96				hypothetical protein
HPFNLEKH_04686	gene	363	corA			
HPFNLEKH_04686	CDS	363	corA		COG0598	Cobalt/magnesium transport protein CorA
HPFNLEKH_04687	gene	399				
HPFNLEKH_04687	CDS	399				hypothetical protein
HPFNLEKH_04688	gene	201				
HPFNLEKH_04688	CDS	201				hypothetical protein
HPFNLEKH_04689	gene	285				
HPFNLEKH_04689	CDS	285				hypothetical protein
HPFNLEKH_04690	gene	132	pepE			
HPFNLEKH_04690	CDS	132	pepE	3.4.13.21	COG3340	Peptidase E
HPFNLEKH_04691	gene	189	cas2			
HPFNLEKH_04691	CDS	189	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
HPFNLEKH_04692	gene	339				
HPFNLEKH_04692	CDS	339				hypothetical protein
HPFNLEKH_04693	gene	360	mshA_18			
HPFNLEKH_04693	CDS	360	mshA_18	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HPFNLEKH_04694	gene	396				
HPFNLEKH_04694	CDS	396				hypothetical protein
HPFNLEKH_04695	gene	387				
HPFNLEKH_04695	CDS	387				hypothetical protein
HPFNLEKH_04696	gene	267	cmpC_3			
HPFNLEKH_04696	CDS	267	cmpC_3	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
HPFNLEKH_04697	gene	183				
HPFNLEKH_04697	CDS	183				hypothetical protein
HPFNLEKH_04698	gene	240				
HPFNLEKH_04698	CDS	240				hypothetical protein
HPFNLEKH_04699	gene	261				
HPFNLEKH_04699	CDS	261				hypothetical protein
HPFNLEKH_04700	gene	228				
HPFNLEKH_04700	CDS	228				hypothetical protein
HPFNLEKH_04701	gene	276	mdtC_3			
HPFNLEKH_04701	CDS	276	mdtC_3			Multidrug resistance protein MdtC
HPFNLEKH_04702	gene	267				
HPFNLEKH_04702	CDS	267				hypothetical protein
HPFNLEKH_04703	gene	405				
HPFNLEKH_04703	CDS	405				hypothetical protein
HPFNLEKH_04704	gene	165				
HPFNLEKH_04704	CDS	165				hypothetical protein
HPFNLEKH_04705	gene	261				
HPFNLEKH_04705	CDS	261				hypothetical protein
HPFNLEKH_04706	gene	171				
HPFNLEKH_04706	CDS	171				hypothetical protein
HPFNLEKH_04707	gene	309				
HPFNLEKH_04707	CDS	309				hypothetical protein
HPFNLEKH_04708	gene	72				
HPFNLEKH_04708	tRNA	72				tRNA-Gly(ccc)
HPFNLEKH_04709	gene	72				
HPFNLEKH_04709	tRNA	72				tRNA-Thr(ggt)
HPFNLEKH_04710	gene	85				
HPFNLEKH_04710	tRNA	85				tRNA-Tyr(gta)
HPFNLEKH_04711	gene	432				
HPFNLEKH_04711	CDS	432				hypothetical protein
HPFNLEKH_04712	gene	342				
HPFNLEKH_04712	CDS	342				hypothetical protein
HPFNLEKH_04713	gene	258				
HPFNLEKH_04713	CDS	258			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
HPFNLEKH_04714	gene	282				
HPFNLEKH_04714	CDS	282				hypothetical protein
HPFNLEKH_04715	gene	336				
HPFNLEKH_04715	CDS	336				hypothetical protein
HPFNLEKH_04716	gene	285				
HPFNLEKH_04716	CDS	285				hypothetical protein
HPFNLEKH_04717	gene	300	phoR_1			
HPFNLEKH_04717	CDS	300	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
HPFNLEKH_04718	gene	93				
HPFNLEKH_04718	CDS	93				hypothetical protein
HPFNLEKH_04719	gene	186				
HPFNLEKH_04719	CDS	186				hypothetical protein
HPFNLEKH_04720	gene	306				
HPFNLEKH_04720	CDS	306				hypothetical protein
HPFNLEKH_04721	gene	192				
HPFNLEKH_04721	CDS	192				hypothetical protein
HPFNLEKH_04722	gene	300	nrgA_2			
HPFNLEKH_04722	CDS	300	nrgA_2			Ammonium transporter
HPFNLEKH_04723	gene	255				
HPFNLEKH_04723	CDS	255				hypothetical protein
HPFNLEKH_04724	gene	438				
HPFNLEKH_04724	rRNA	438				16S ribosomal RNA (partial)
HPFNLEKH_04725	gene	141				
HPFNLEKH_04725	CDS	141				hypothetical protein
HPFNLEKH_04726	gene	315	phoP_5			
HPFNLEKH_04726	CDS	315	phoP_5		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
HPFNLEKH_04727	gene	159				
HPFNLEKH_04727	CDS	159				hypothetical protein
HPFNLEKH_04728	gene	165				
HPFNLEKH_04728	CDS	165				hypothetical protein
HPFNLEKH_04729	gene	312				
HPFNLEKH_04729	CDS	312				hypothetical protein
HPFNLEKH_04730	gene	201				
HPFNLEKH_04730	CDS	201				hypothetical protein
HPFNLEKH_04731	gene	204				
HPFNLEKH_04731	CDS	204				hypothetical protein
HPFNLEKH_04732	gene	246				
HPFNLEKH_04732	CDS	246				hypothetical protein
HPFNLEKH_04733	gene	255	cls			
HPFNLEKH_04733	CDS	255	cls	2.7.8.-		Cardiolipin synthase
HPFNLEKH_04734	gene	192				
HPFNLEKH_04734	CDS	192				hypothetical protein
HPFNLEKH_04735	gene	348				
HPFNLEKH_04735	CDS	348				hypothetical protein
HPFNLEKH_04736	gene	354				
HPFNLEKH_04736	CDS	354				hypothetical protein
HPFNLEKH_04737	gene	174	cckA_8			
HPFNLEKH_04737	CDS	174	cckA_8			Sensor kinase CckA
HPFNLEKH_04738	gene	315				
HPFNLEKH_04738	CDS	315				hypothetical protein
HPFNLEKH_04739	gene	192				
HPFNLEKH_04739	CDS	192				hypothetical protein
HPFNLEKH_04740	gene	285				
HPFNLEKH_04740	CDS	285				hypothetical protein
HPFNLEKH_04741	gene	255				
HPFNLEKH_04741	CDS	255				hypothetical protein
HPFNLEKH_04742	gene	189				
HPFNLEKH_04742	CDS	189				hypothetical protein
HPFNLEKH_04743	gene	315				
HPFNLEKH_04743	CDS	315				hypothetical protein
HPFNLEKH_04744	gene	156				
HPFNLEKH_04744	CDS	156				hypothetical protein
HPFNLEKH_04745	gene	408	rhaR_2			
HPFNLEKH_04745	CDS	408	rhaR_2			HTH-type transcriptional activator RhaR
HPFNLEKH_04746	gene	228				
HPFNLEKH_04746	CDS	228				hypothetical protein
HPFNLEKH_04747	gene	240				
HPFNLEKH_04747	CDS	240				hypothetical protein
HPFNLEKH_04748	gene	198				
HPFNLEKH_04748	CDS	198				hypothetical protein
HPFNLEKH_04749	gene	138				
HPFNLEKH_04749	CDS	138				hypothetical protein
HPFNLEKH_04750	gene	354				
HPFNLEKH_04750	CDS	354				hypothetical protein
HPFNLEKH_04751	gene	372	phoR_2			
HPFNLEKH_04751	CDS	372	phoR_2	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
HPFNLEKH_04752	gene	255				
HPFNLEKH_04752	CDS	255			COG2200	putative signaling protein
HPFNLEKH_04753	gene	267	pstB_2			
HPFNLEKH_04753	CDS	267	pstB_2	7.3.2.1		Phosphate import ATP-binding protein PstB
HPFNLEKH_04754	gene	366				
HPFNLEKH_04754	CDS	366				hypothetical protein
HPFNLEKH_04755	gene	144				
HPFNLEKH_04755	CDS	144				hypothetical protein
HPFNLEKH_04756	gene	70				
HPFNLEKH_04756	tRNA	70				tRNA-Ala(ggc)
HPFNLEKH_04757	gene	273				
HPFNLEKH_04757	CDS	273				hypothetical protein
HPFNLEKH_04758	gene	195				
HPFNLEKH_04758	CDS	195				hypothetical protein
HPFNLEKH_04759	gene	303				
HPFNLEKH_04759	CDS	303				hypothetical protein
HPFNLEKH_04760	gene	324				
HPFNLEKH_04760	CDS	324				hypothetical protein
HPFNLEKH_04761	gene	228				
HPFNLEKH_04761	CDS	228				hypothetical protein
HPFNLEKH_04762	gene	171				
HPFNLEKH_04762	CDS	171				hypothetical protein
HPFNLEKH_04763	gene	153				
HPFNLEKH_04763	CDS	153				hypothetical protein
HPFNLEKH_04764	gene	378	xerC_3			
HPFNLEKH_04764	CDS	378	xerC_3			Tyrosine recombinase XerC
HPFNLEKH_04765	gene	291				
HPFNLEKH_04765	CDS	291				hypothetical protein
HPFNLEKH_04766	gene	207				
HPFNLEKH_04766	CDS	207				hypothetical protein
HPFNLEKH_04767	gene	270				
HPFNLEKH_04767	CDS	270				hypothetical protein
HPFNLEKH_04768	gene	123				
HPFNLEKH_04768	CDS	123				hypothetical protein
HPFNLEKH_04769	gene	333	trpB_3			
HPFNLEKH_04769	CDS	333	trpB_3	4.2.1.20	COG0133	Tryptophan synthase beta chain
HPFNLEKH_04770	gene	270				
HPFNLEKH_04770	CDS	270				hypothetical protein
HPFNLEKH_04771	gene	327				
HPFNLEKH_04771	CDS	327				hypothetical protein
HPFNLEKH_04772	gene	237				
HPFNLEKH_04772	CDS	237				hypothetical protein
HPFNLEKH_04773	gene	168				
HPFNLEKH_04773	CDS	168				hypothetical protein
HPFNLEKH_04774	gene	249	pfkA			
HPFNLEKH_04774	CDS	249	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
HPFNLEKH_04775	gene	201				
HPFNLEKH_04775	CDS	201				hypothetical protein
HPFNLEKH_04776	gene	312				
HPFNLEKH_04776	CDS	312				hypothetical protein
HPFNLEKH_04777	gene	126				
HPFNLEKH_04777	CDS	126				hypothetical protein
HPFNLEKH_04778	gene	357				
HPFNLEKH_04778	CDS	357				hypothetical protein
HPFNLEKH_04779	gene	309				
HPFNLEKH_04779	CDS	309				hypothetical protein
